Date,Trial,Context,Sequence,Response,Correct,RT
2020-09-14,22,Stripe,A,R,1,0.14
2020-09-14,23,Stripe,B,R,0,0.19
2020-09-14,24,Stripe,A,R,1,0.19
2020-09-14,25,Stripe,B,R,0,0.16
2020-09-14,26,Stripe,A,R,1,0.16
2020-09-14,27,Stripe,B,R,0,0.21
2020-09-14,28,Stripe,A,R,1,0.2
2020-09-14,29,Stripe,B,R,0,0.33
2020-09-14,30,Stripe,A,R,1,0.17
2020-09-14,31,Stripe,B,R,0,0.43
2020-09-14,32,Stripe,A,R,1,0.19
2020-09-14,33,Stripe,A,R,1,0.19
2020-09-14,34,Stripe,B,R,0,1.76
2020-09-14,35,Stripe,B,R,0,0.26
2020-09-14,36,Stripe,A,R,1,0.27
2020-09-14,37,Stripe,A,R,1,0.2
2020-09-14,38,Stripe,A,R,1,0.19
2020-09-14,39,Stripe,A,R,1,0.16
2020-09-14,40,Stripe,B,R,0,0.2
2020-09-14,41,Stripe,A,R,1,0.27
2020-09-14,42,Stripe,A,R,1,1.15
2020-09-14,43,Stripe,B,R,0,0.3
2020-09-14,44,Stripe,B,R,0,1.67
2020-09-14,45,Stripe,B,R,0,0.15
2020-09-14,46,Stripe,A,R,1,0.16
2020-09-14,47,Stripe,A,R,1,0.19
2020-09-14,48,Stripe,A,R,1,0.28
2020-09-14,49,Stripe,A,R,1,0.15
2020-09-14,50,Stripe,A,R,1,0.19
2020-09-14,51,Stripe,B,R,0,0.27
2020-09-14,52,Stripe,B,R,0,0.19
2020-09-14,53,Stripe,B,R,0,0.2
2020-09-14,54,Stripe,A,R,1,0.16
2020-09-14,55,Stripe,A,R,1,0.23
2020-09-14,56,Stripe,B,R,0,0.2
2020-09-14,57,Stripe,B,R,0,0.24
2020-09-14,58,Stripe,A,R,1,0.18
2020-09-14,59,Stripe,B,R,0,0.15
2020-09-14,60,Stripe,B,R,0,0.28
2020-09-14,61,Stripe,A,R,1,0.16
2020-09-14,62,Stripe,B,R,0,1.15
2020-09-14,63,Stripe,A,R,1,0.16
2020-09-14,64,Stripe,A,R,1,0.15
2020-09-14,65,Stripe,A,R,1,0.21
2020-09-14,66,Stripe,A,R,1,0.33
2020-09-14,67,Stripe,A,R,1,0.19
2020-09-14,68,Stripe,A,R,1,0.14
2020-09-14,69,Stripe,B,R,0,0.18
2020-09-14,70,Stripe,B,R,0,0.21
2020-09-14,71,Stripe,B,R,0,0.26
2020-09-14,72,Stripe,B,R,0,0.15
2020-09-14,73,Stripe,A,R,1,0.16
2020-09-14,74,Stripe,A,R,1,0.37
2020-09-14,75,Stripe,B,R,0,0.18
2020-09-14,76,Stripe,B,R,0,0.2
2020-09-14,77,Stripe,B,R,0,0.26
2020-09-14,78,Stripe,B,R,0,0.19
2020-09-14,79,Stripe,B,L,1,0.84
2020-09-14,80,Stripe,B,R,0,0.18
2020-09-15,1,Stripe,B,R,0,0.16
2020-09-15,2,Stripe,B,L,1,0.19
2020-09-15,3,Stripe,A,L,0,0.21
2020-09-15,4,Stripe,A,R,1,0.17
2020-09-15,5,Stripe,A,R,1,0.28
2020-09-15,6,Stripe,A,R,1,0.21
2020-09-15,7,Stripe,A,R,1,0.16
2020-09-15,8,Stripe,A,R,1,0.21
2020-09-15,9,Stripe,B,L,1,0.91
2020-09-15,10,Stripe,B,R,0,0.15
2020-09-15,11,Stripe,B,L,1,1.48
2020-09-15,12,Stripe,A,R,1,0.53
2020-09-15,13,Stripe,A,R,1,0.17
2020-09-15,14,Stripe,A,R,1,0.18
2020-09-15,15,Stripe,A,R,1,0.26
2020-09-15,16,Stripe,B,L,1,3.55
2020-09-15,17,Stripe,B,R,0,0.14
2020-09-15,18,Stripe,B,R,0,0.32
2020-09-15,19,Stripe,B,L,1,0.91
2020-09-15,20,Stripe,B,R,0,0.31
2020-09-15,21,Stripe,B,R,0,0.28
2020-09-15,22,Stripe,B,R,0,1.19
2020-09-15,23,Stripe,B,R,0,0.47
2020-09-15,24,Stripe,B,R,0,0.22
2020-09-15,25,Stripe,A,R,1,0.2
2020-09-15,26,Stripe,A,R,1,0.2
2020-09-15,27,Stripe,A,L,0,1.1
2020-09-15,28,Stripe,A,R,1,0.16
2020-09-15,29,Stripe,B,R,0,0.22
2020-09-15,30,Stripe,A,R,1,0.19
2020-09-15,31,Stripe,B,R,0,0.23
2020-09-15,32,Stripe,A,R,1,0.2
2020-09-15,33,Stripe,B,R,0,0.15
2020-09-15,34,Stripe,B,R,0,0.26
2020-09-15,35,Stripe,A,R,1,0.2
2020-09-15,36,Stripe,B,R,0,0.19
2020-09-15,37,Stripe,A,R,1,0.22
2020-09-15,38,Stripe,B,R,0,0.21
2020-09-15,39,Stripe,B,R,0,0.29
2020-09-15,40,Stripe,A,R,1,0.38
2020-09-15,41,Stripe,B,L,1,0.89
2020-09-15,42,Stripe,B,L,1,1.22
2020-09-15,43,Stripe,B,R,0,0.3
2020-09-15,44,Stripe,B,R,0,0.17
2020-09-15,45,Stripe,A,R,1,0.17
2020-09-15,46,Stripe,B,R,0,0.18
2020-09-15,47,Stripe,A,R,1,0.48
2020-09-15,48,Stripe,B,L,1,0.71
2020-09-15,49,Stripe,A,R,1,0.39
2020-09-15,50,Stripe,A,R,1,1.38
2020-09-15,51,Stripe,B,R,0,0.16
2020-09-15,52,Stripe,B,R,0,0.4
2020-09-15,53,Stripe,B,R,0,1.57
2020-09-15,54,Stripe,A,R,1,0.23
2020-09-15,55,Stripe,A,R,1,0.23
2020-09-15,56,Stripe,B,R,0,0.51
2020-09-15,57,Stripe,B,L,1,0.65
2020-09-15,58,Stripe,B,R,0,0.18
2020-09-15,59,Stripe,A,R,1,0.19
2020-09-15,60,Stripe,B,R,0,0.41
2020-09-15,61,Stripe,A,R,1,0.41
2020-09-15,62,Stripe,B,R,0,1.21
2020-09-15,63,Stripe,B,R,0,0.24
2020-09-15,64,Stripe,B,R,0,0.25
2020-09-15,65,Stripe,B,R,0,0.3
2020-09-15,66,Stripe,A,R,1,0.62
2020-09-15,67,Stripe,A,R,1,0.24
2020-09-15,68,Stripe,A,R,1,0.22
2020-09-15,69,Stripe,B,R,0,0.16
2020-09-15,70,Stripe,B,R,0,3.35
2020-09-15,71,Stripe,A,R,1,0.2
2020-09-15,72,Stripe,A,R,1,0.19
2020-09-15,73,Stripe,A,R,1,0.18
2020-09-15,74,Stripe,A,R,1,0.16
2020-09-15,75,Stripe,A,R,1,0.25
2020-09-15,76,Stripe,A,R,1,0.19
2020-09-15,77,Stripe,A,L,0,3.17
2020-09-15,78,Stripe,A,R,1,0.42
2020-09-15,79,Stripe,A,R,1,0.17
2020-09-15,80,Stripe,A,R,1,0.29
2020-09-16,1,Stripe,B,R,0,0.21
2020-09-16,2,Stripe,A,L,0,0.78
2020-09-16,3,Stripe,B,R,0,0.18
2020-09-16,4,Stripe,B,R,0,0.16
2020-09-16,5,Stripe,A,R,1,0.15
2020-09-16,6,Stripe,A,R,1,0.23
2020-09-16,7,Stripe,B,R,0,0.18
2020-09-16,8,Stripe,A,L,0,0.26
2020-09-16,9,Stripe,A,R,1,0.35
2020-09-16,10,Stripe,A,R,1,0.2
2020-09-16,11,Stripe,B,R,0,0.21
2020-09-16,12,Stripe,B,R,0,0.28
2020-09-16,13,Stripe,A,R,1,0.37
2020-09-16,14,Stripe,B,R,0,0.21
2020-09-16,15,Stripe,B,R,0,0.37
2020-09-16,16,Stripe,A,R,1,0.17
2020-09-16,17,Stripe,B,L,1,2.81
2020-09-16,18,Stripe,A,R,1,0.33
2020-09-16,19,Stripe,B,R,0,0.2
2020-09-16,20,Stripe,A,L,0,0.8
2020-09-16,21,Stripe,A,R,1,0.22
2020-09-16,22,Stripe,A,R,1,0.45
2020-09-16,23,Stripe,B,R,0,0.2
2020-09-16,24,Stripe,A,R,1,0.16
2020-09-16,25,Stripe,B,L,1,1.43
2020-09-16,26,Stripe,B,R,0,1.52
2020-09-16,27,Stripe,B,R,0,0.2
2020-09-16,28,Stripe,A,R,1,0.19
2020-09-16,29,Stripe,B,L,1,0.5
2020-09-16,30,Stripe,B,L,1,1.55
2020-09-16,31,Stripe,B,L,1,0.23
2020-09-16,32,Stripe,A,R,1,0.53
2020-09-16,33,Stripe,B,L,1,0.53
2020-09-16,34,Stripe,A,L,0,2.38
2020-09-16,35,Stripe,B,R,0,0.53
2020-09-16,36,Stripe,A,R,1,0.47
2020-09-16,37,Stripe,B,R,0,0.52
2020-09-16,38,Stripe,B,L,1,0.39
2020-09-16,39,Stripe,A,R,1,0.18
2020-09-16,40,Stripe,B,L,1,0.23
2020-09-16,41,Stripe,A,R,1,0.16
2020-09-16,42,Stripe,A,R,1,3.57
2020-09-16,43,Stripe,B,R,0,0.25
2020-09-16,44,Stripe,A,R,1,0.26
2020-09-16,45,Stripe,A,R,1,3.48
2020-09-16,46,Stripe,A,R,1,1.12
2020-09-16,47,Stripe,A,R,1,0.49
2020-09-16,48,Stripe,B,R,0,0.83
2020-09-16,49,Stripe,A,R,1,0.21
2020-09-16,50,Stripe,A,R,1,1.41
2020-09-16,51,Stripe,B,L,1,0.34
2020-09-16,52,Stripe,B,L,1,0.19
2020-09-16,53,Stripe,B,L,1,1.69
2020-09-16,54,Stripe,B,L,1,0.33
2020-09-16,55,Stripe,A,R,1,0.18
2020-09-16,56,Stripe,A,L,0,0.26
2020-09-16,57,Stripe,A,R,1,0.58
2020-09-16,58,Stripe,B,R,0,0.28
2020-09-16,59,Stripe,A,L,0,1.78
2020-09-16,60,Stripe,B,L,1,1.2
2020-09-16,61,Stripe,B,R,0,0.22
2020-09-16,62,Stripe,A,R,1,0.21
2020-09-16,63,Stripe,B,L,1,0.27
2020-09-16,64,Stripe,B,L,1,0.69
2020-09-16,65,Stripe,A,L,0,0.2
2020-09-16,66,Stripe,A,R,1,0.48
2020-09-16,67,Stripe,A,R,1,0.21
2020-09-16,68,Stripe,A,R,1,0.24
2020-09-16,69,Stripe,A,L,0,0.19
2020-09-16,70,Stripe,A,R,1,0.18
2020-09-16,71,Stripe,A,L,0,0.33
2020-09-16,72,Stripe,A,R,1,0.2
2020-09-16,73,Stripe,A,R,1,0.15
2020-09-16,74,Stripe,B,L,1,1.0
2020-09-16,75,Stripe,B,R,0,0.18
2020-09-16,76,Stripe,B,R,0,1.33
2020-09-16,77,Stripe,B,L,1,0.18
2020-09-16,78,Stripe,B,L,1,0.33
2020-09-16,79,Stripe,B,L,1,0.28
2020-09-16,80,Stripe,B,L,1,0.24
2020-09-17,1,Stripe,B,R,0,0.28
2020-09-17,2,Stripe,A,R,1,0.51
2020-09-17,3,Stripe,A,R,1,0.4
2020-09-17,4,Stripe,A,L,0,0.26
2020-09-17,5,Stripe,B,L,1,0.87
2020-09-17,6,Stripe,B,L,1,1.63
2020-09-17,7,Stripe,B,R,0,1.1
2020-09-17,8,Stripe,A,R,1,0.17
2020-09-17,9,Stripe,A,R,1,0.23
2020-09-17,10,Stripe,B,L,1,0.3
2020-09-17,11,Stripe,B,R,0,0.22
2020-09-17,12,Stripe,B,R,0,1.15
2020-09-17,13,Stripe,A,R,1,1.1
2020-09-17,14,Stripe,A,L,0,0.19
2020-09-17,15,Stripe,A,R,1,0.27
2020-09-17,16,Stripe,B,L,1,0.23
2020-09-17,17,Stripe,A,R,1,1.15
2020-09-17,18,Stripe,B,L,1,0.16
2020-09-17,19,Stripe,B,R,0,0.21
2020-09-17,20,Stripe,B,L,1,0.22
2020-09-17,21,Stripe,B,L,1,0.17
2020-09-17,22,Stripe,A,R,1,0.2
2020-09-17,23,Stripe,A,L,0,0.26
2020-09-17,24,Stripe,A,R,1,0.17
2020-09-17,25,Stripe,B,L,1,0.35
2020-09-17,26,Stripe,B,L,1,0.17
2020-09-17,27,Stripe,A,R,1,0.57
2020-09-17,28,Stripe,B,L,1,0.17
2020-09-17,29,Stripe,B,L,1,1.22
2020-09-17,30,Stripe,B,L,1,1.64
2020-09-17,31,Stripe,A,R,1,0.39
2020-09-17,32,Stripe,B,L,1,0.16
2020-09-17,33,Stripe,A,R,1,0.17
2020-09-17,34,Stripe,A,R,1,0.2
2020-09-17,35,Stripe,A,L,0,0.32
2020-09-17,36,Stripe,B,L,1,0.21
2020-09-17,37,Stripe,B,L,1,0.23
2020-09-17,38,Stripe,B,L,1,1.8
2020-09-17,39,Stripe,A,R,1,0.2
2020-09-17,40,Stripe,B,L,1,0.16
2020-09-17,41,Stripe,B,L,1,0.3
2020-09-17,42,Stripe,A,R,1,0.17
2020-09-17,43,Stripe,A,L,0,1.3
2020-09-17,44,Stripe,B,L,1,1.05
2020-09-17,45,Stripe,A,L,0,4.69
2020-09-17,46,Stripe,B,L,1,2.37
2020-09-17,47,Stripe,B,L,1,1.76
2020-09-17,48,Stripe,A,R,1,1.57
2020-09-17,49,Stripe,A,L,0,0.26
2020-09-17,50,Stripe,A,L,0,0.16
2020-09-17,51,Stripe,B,R,0,0.17
2020-09-17,52,Stripe,A,L,0,0.26
2020-09-17,53,Stripe,B,L,1,0.51
2020-09-17,54,Stripe,A,L,0,0.17
2020-09-17,55,Stripe,B,L,1,0.26
2020-09-17,56,Stripe,A,L,0,0.27
2020-09-17,57,Stripe,A,R,1,0.24
2020-09-17,58,Stripe,B,L,1,0.18
2020-09-17,59,Stripe,B,L,1,0.2
2020-09-17,60,Stripe,B,L,1,0.16
2020-09-17,61,Stripe,B,L,1,0.15
2020-09-17,62,Stripe,B,L,1,0.53
2020-09-17,63,Stripe,B,L,1,0.16
2020-09-17,64,Stripe,A,R,1,0.29
2020-09-17,65,Stripe,A,R,1,0.19
2020-09-17,66,Stripe,A,L,0,0.2
2020-09-17,67,Stripe,B,R,0,0.22
2020-09-17,68,Stripe,B,L,1,0.15
2020-09-17,69,Stripe,B,L,1,0.61
2020-09-17,70,Stripe,A,L,0,0.22
2020-09-17,71,Stripe,A,L,0,0.21
2020-09-17,72,Stripe,B,L,1,0.27
2020-09-17,73,Stripe,B,L,1,0.17
2020-09-17,74,Stripe,A,L,0,0.17
2020-09-17,75,Stripe,A,L,0,0.15
2020-09-17,76,Stripe,A,R,1,1.43
2020-09-17,77,Stripe,A,R,1,0.27
2020-09-17,78,Stripe,A,R,1,0.26
2020-09-17,79,Stripe,A,R,1,0.23
2020-09-17,80,Stripe,A,L,0,0.15
2020-09-18,1,Stripe,B,L,1,0.18
2020-09-18,2,Stripe,B,R,0,0.19
2020-09-18,3,Stripe,B,L,1,0.15
2020-09-18,4,Stripe,A,R,1,0.16
2020-09-18,5,Stripe,A,L,0,0.63
2020-09-18,6,Stripe,B,R,0,0.18
2020-09-18,7,Stripe,A,R,1,0.2
2020-09-18,8,Stripe,B,L,1,0.64
2020-09-18,9,Stripe,A,L,0,0.86
2020-09-18,10,Stripe,A,L,0,3.03
2020-09-18,11,Stripe,B,L,1,2.03
2020-09-18,12,Stripe,A,L,0,0.18
2020-09-18,13,Stripe,A,R,1,0.45
2020-09-18,14,Stripe,A,L,0,0.22
2020-09-18,15,Stripe,B,R,0,0.23
2020-09-18,16,Stripe,B,R,0,2.02
2020-09-18,17,Stripe,B,L,1,0.18
2020-09-18,18,Stripe,B,L,1,0.18
2020-09-18,19,Stripe,A,L,0,0.22
2020-09-18,20,Stripe,A,R,1,1.07
2020-09-18,21,Stripe,A,L,0,0.16
2020-09-18,22,Stripe,A,R,1,2.45
2020-09-18,23,Stripe,B,L,1,0.19
2020-09-18,24,Stripe,A,L,0,0.19
2020-09-18,25,Stripe,B,L,1,0.81
2020-09-18,26,Stripe,A,L,0,0.73
2020-09-18,27,Stripe,B,L,1,0.21
2020-09-18,28,Stripe,A,R,1,1.16
2020-09-18,29,Stripe,A,R,1,0.23
2020-09-18,30,Stripe,B,L,1,0.18
2020-09-18,31,Stripe,B,L,1,0.17
2020-09-18,32,Stripe,B,L,1,0.14
2020-09-18,33,Stripe,B,L,1,0.18
2020-09-18,34,Stripe,A,R,1,0.24
2020-09-18,35,Stripe,A,R,1,0.17
2020-09-18,36,Stripe,B,R,0,0.33
2020-09-18,37,Stripe,A,R,1,2.84
2020-09-18,38,Stripe,B,L,1,1.67
2020-09-18,39,Stripe,A,R,1,1.35
2020-09-18,40,Stripe,B,R,0,1.15
2020-09-18,41,Stripe,B,L,1,0.82
2020-09-18,42,Stripe,A,L,0,1.39
2020-09-18,43,Stripe,A,R,1,0.74
2020-09-18,44,Stripe,B,R,0,0.3
2020-09-18,45,Stripe,B,L,1,0.18
2020-09-18,46,Stripe,B,L,1,0.17
2020-09-18,47,Stripe,B,L,1,0.14
2020-09-18,48,Stripe,B,L,1,0.24
2020-09-18,49,Stripe,A,L,0,0.23
2020-09-18,50,Stripe,A,L,0,0.23
2020-09-18,51,Stripe,B,L,1,0.4
2020-09-18,52,Stripe,B,L,1,0.15
2020-09-18,53,Stripe,A,R,1,1.76
2020-09-18,54,Stripe,A,L,0,0.78
2020-09-18,55,Stripe,A,L,0,2.92
2020-09-18,56,Stripe,B,R,0,2.22
2020-09-18,57,Stripe,A,R,1,0.16
2020-09-18,58,Stripe,A,L,0,0.23
2020-09-18,59,Stripe,B,R,0,0.23
2020-09-18,60,Stripe,B,L,1,0.28
2020-09-18,61,Stripe,A,L,0,0.56
2020-09-18,62,Stripe,A,R,1,0.17
2020-09-18,63,Stripe,B,L,1,0.17
2020-09-18,64,Stripe,A,L,0,0.25
2020-09-18,65,Stripe,B,L,1,0.15
2020-09-18,66,Stripe,B,L,1,0.22
2020-09-18,67,Stripe,A,L,0,0.24
2020-09-18,68,Stripe,A,R,1,1.81
2020-09-18,69,Stripe,B,L,1,0.62
2020-09-18,70,Stripe,B,L,1,0.34
2020-09-18,71,Stripe,A,L,0,0.15
2020-09-18,72,Stripe,B,L,1,0.16
2020-09-18,73,Stripe,A,R,1,1.12
2020-09-18,74,Stripe,B,L,1,0.46
2020-09-18,75,Stripe,A,R,1,0.18
2020-09-18,76,Stripe,B,R,0,0.16
2020-09-18,77,Stripe,B,L,1,0.14
2020-09-18,78,Stripe,A,L,0,1.72
2020-09-18,79,Stripe,A,R,1,0.71
2020-09-18,80,Stripe,A,L,0,4.92
2020-09-19,1,Stripe,A,L,0,0.21
2020-09-19,2,Stripe,B,L,1,0.72
2020-09-19,3,Stripe,B,L,1,0.29
2020-09-19,4,Stripe,B,L,1,2.3
2020-09-19,5,Stripe,A,L,0,0.29
2020-09-19,6,Stripe,B,L,1,1.47
2020-09-19,7,Stripe,B,L,1,0.18
2020-09-19,8,Stripe,A,L,0,0.26
2020-09-19,9,Stripe,A,L,0,0.24
2020-09-19,10,Stripe,B,L,1,0.2
2020-09-19,11,Stripe,A,R,1,0.2
2020-09-19,12,Stripe,B,L,1,0.14
2020-09-19,13,Stripe,A,R,1,0.23
2020-09-19,14,Stripe,B,L,1,0.17
2020-09-19,15,Stripe,B,L,1,1.28
2020-09-19,16,Stripe,A,R,1,0.32
2020-09-19,17,Stripe,A,L,0,0.19
2020-09-19,18,Stripe,A,R,1,0.18
2020-09-19,19,Stripe,A,R,1,0.18
2020-09-19,20,Stripe,B,L,1,0.34
2020-09-19,21,Stripe,A,L,0,0.34
2020-09-19,22,Stripe,A,R,1,0.15
2020-09-19,23,Stripe,B,R,0,0.21
2020-09-19,24,Stripe,A,R,1,0.29
2020-09-19,25,Stripe,A,L,0,0.62
2020-09-19,26,Stripe,A,R,1,0.3
2020-09-19,27,Stripe,B,L,1,0.68
2020-09-19,28,Stripe,B,L,1,3.81
2020-09-19,29,Stripe,A,L,0,0.26
2020-09-19,30,Stripe,A,R,1,1.2
2020-09-19,31,Stripe,B,L,1,0.23
2020-09-19,32,Stripe,B,R,0,0.86
2020-09-19,33,Stripe,B,L,1,0.3
2020-09-19,34,Stripe,B,R,0,0.52
2020-09-19,35,Stripe,B,L,1,1.87
2020-09-19,36,Stripe,A,R,1,1.14
2020-09-19,37,Stripe,B,L,1,0.36
2020-09-19,38,Stripe,A,L,0,0.24
2020-09-19,39,Stripe,A,R,1,0.26
2020-09-19,40,Stripe,B,L,1,0.14
2020-09-19,41,Stripe,B,L,1,0.21
2020-09-19,42,Stripe,A,L,0,0.78
2020-09-19,43,Stripe,A,R,1,0.33
2020-09-19,44,Stripe,A,R,1,1.19
2020-09-19,45,Stripe,A,L,0,0.27
2020-09-19,46,Stripe,B,L,1,1.92
2020-09-19,47,Stripe,B,L,1,1.43
2020-09-19,48,Stripe,B,L,1,0.2
2020-09-19,49,Stripe,B,L,1,0.17
2020-09-19,50,Stripe,B,L,1,0.17
2020-09-19,51,Stripe,A,R,1,1.0
2020-09-19,52,Stripe,A,R,1,0.17
2020-09-19,53,Stripe,A,R,1,0.27
2020-09-19,54,Stripe,A,R,1,0.31
2020-09-19,55,Stripe,A,L,0,1.24
2020-09-19,56,Stripe,A,L,0,0.23
2020-09-19,57,Stripe,A,R,1,0.22
2020-09-19,58,Stripe,A,R,1,0.17
2020-09-19,59,Stripe,B,L,1,0.14
2020-09-19,60,Stripe,B,L,1,0.16
2020-09-19,61,Stripe,B,L,1,0.15
2020-09-19,62,Stripe,B,L,1,0.16
2020-09-19,63,Stripe,B,L,1,0.17
2020-09-19,64,Stripe,B,L,1,0.21
2020-09-19,65,Stripe,B,L,1,0.17
2020-09-19,66,Stripe,B,L,1,0.18
2020-09-19,67,Stripe,A,L,0,0.26
2020-09-19,68,Stripe,A,R,1,0.19
2020-09-19,69,Stripe,B,L,1,0.65
2020-09-19,70,Stripe,A,L,0,1.29
2020-09-19,71,Stripe,A,L,0,0.68
2020-09-19,72,Stripe,A,L,0,0.31
2020-09-19,73,Stripe,B,L,1,0.19
2020-09-19,74,Stripe,A,R,1,0.16
2020-09-19,75,Stripe,B,R,0,0.21
2020-09-19,76,Stripe,A,R,1,0.2
2020-09-19,77,Stripe,B,L,1,0.16
2020-09-19,78,Stripe,B,L,1,0.19
2020-09-19,79,Stripe,A,L,0,0.24
2020-09-19,80,Stripe,B,L,1,0.24
2020-09-21,1,Stripe,A,R,1,0.17
2020-09-21,2,Stripe,B,L,1,1.72
2020-09-21,3,Stripe,B,L,1,0.47
2020-09-21,4,Stripe,B,L,1,0.15
2020-09-21,5,Stripe,A,R,1,0.15
2020-09-21,6,Stripe,B,R,0,0.17
2020-09-21,7,Stripe,A,R,1,0.59
2020-09-21,8,Stripe,A,L,0,0.2
2020-09-21,9,Stripe,B,L,1,0.16
2020-09-21,10,Stripe,B,L,1,0.15
2020-09-21,11,Stripe,A,L,0,0.27
2020-09-21,12,Stripe,A,L,0,0.17
2020-09-21,13,Stripe,B,L,1,1.39
2020-09-21,14,Stripe,A,R,1,0.77
2020-09-21,15,Stripe,B,R,0,0.17
2020-09-21,16,Stripe,A,L,0,0.19
2020-09-21,17,Stripe,B,R,0,0.2
2020-09-21,18,Stripe,A,R,1,0.17
2020-09-21,19,Stripe,B,L,1,0.42
2020-09-21,20,Stripe,A,L,0,0.3
2020-09-21,21,Stripe,A,R,1,1.37
2020-09-21,22,Stripe,A,R,1,1.03
2020-09-21,23,Stripe,A,R,1,0.16
2020-09-21,24,Stripe,A,L,0,0.17
2020-09-21,25,Stripe,B,L,1,0.2
2020-09-21,26,Stripe,A,L,0,0.67
2020-09-21,27,Stripe,A,R,1,1.08
2020-09-21,28,Stripe,A,L,0,0.15
2020-09-21,29,Stripe,A,L,0,0.21
2020-09-21,30,Stripe,B,R,0,0.26
2020-09-21,31,Stripe,B,L,1,4.09
2020-09-21,32,Stripe,B,L,1,0.2
2020-09-21,33,Stripe,B,R,0,0.2
2020-09-21,34,Stripe,A,L,0,0.27
2020-09-21,35,Stripe,B,L,1,3.18
2020-09-21,36,Stripe,B,L,1,0.16
2020-09-21,37,Stripe,A,R,1,0.17
2020-09-21,38,Stripe,A,L,0,0.14
2020-09-21,39,Stripe,A,L,0,0.23
2020-09-21,40,Stripe,B,L,1,0.21
2020-09-21,41,Stripe,B,L,1,0.15
2020-09-21,42,Stripe,B,L,1,0.16
2020-09-21,43,Stripe,A,L,0,0.22
2020-09-21,44,Stripe,B,L,1,0.25
2020-09-21,45,Stripe,B,R,0,0.26
2020-09-21,46,Stripe,B,R,0,0.23
2020-09-21,47,Stripe,A,R,1,0.24
2020-09-21,48,Stripe,B,L,1,0.16
2020-09-21,49,Stripe,A,R,1,0.17
2020-09-21,50,Stripe,B,L,1,0.15
2020-09-21,51,Stripe,A,L,0,0.14
2020-09-21,52,Stripe,B,R,0,0.25
2020-09-21,53,Stripe,A,R,1,0.28
2020-09-21,54,Stripe,B,L,1,0.15
2020-09-21,55,Stripe,B,L,1,0.38
2020-09-21,56,Stripe,B,L,1,0.17
2020-09-21,57,Stripe,B,L,1,0.15
2020-09-21,58,Stripe,A,L,0,0.14
2020-09-21,59,Stripe,B,L,1,0.24
2020-09-21,60,Stripe,B,L,1,0.27
2020-09-21,61,Stripe,A,R,1,0.18
2020-09-21,62,Stripe,A,R,1,0.57
2020-09-21,63,Stripe,A,R,1,0.18
2020-09-21,64,Stripe,B,R,0,0.22
2020-09-21,65,Stripe,A,R,1,0.21
2020-09-21,66,Stripe,B,L,1,0.16
2020-09-21,67,Stripe,B,L,1,0.14
2020-09-21,68,Stripe,A,L,0,0.21
2020-09-21,69,Stripe,A,R,1,0.22
2020-09-21,70,Stripe,A,L,0,0.23
2020-09-21,71,Stripe,A,R,1,0.2
2020-09-21,72,Stripe,A,R,1,0.22
2020-09-21,73,Stripe,A,L,0,0.3
2020-09-21,74,Stripe,B,R,0,0.18
2020-09-21,75,Stripe,A,R,1,0.19
2020-09-21,76,Stripe,A,R,1,0.22
2020-09-21,77,Stripe,B,L,1,0.16
2020-09-21,78,Stripe,B,L,1,0.21
2020-09-21,79,Stripe,B,L,1,0.15
2020-09-21,80,Stripe,B,L,1,0.29
2020-09-22,1,Stripe,B,L,1,0.23
2020-09-22,2,Stripe,A,R,1,0.36
2020-09-22,3,Stripe,B,L,1,0.98
2020-09-22,4,Stripe,A,L,0,0.8
2020-09-22,5,Stripe,A,R,1,0.29
2020-09-22,6,Stripe,B,L,1,0.17
2020-09-22,7,Stripe,B,L,1,0.15
2020-09-22,8,Stripe,B,L,1,0.22
2020-09-22,9,Stripe,A,R,1,1.33
2020-09-22,10,Stripe,A,R,1,0.29
2020-09-22,11,Stripe,B,L,1,0.15
2020-09-22,12,Stripe,A,L,0,0.19
2020-09-22,13,Stripe,A,L,0,0.12
2020-09-22,14,Stripe,B,L,1,0.32
2020-09-22,15,Stripe,B,L,1,0.16
2020-09-22,16,Stripe,B,L,1,0.22
2020-09-22,17,Stripe,A,R,1,0.13
2020-09-22,18,Stripe,B,L,1,0.15
2020-09-22,19,Stripe,B,L,1,0.12
2020-09-22,20,Stripe,A,L,0,0.34
2020-09-22,21,Stripe,A,R,1,0.14
2020-09-22,22,Stripe,A,L,0,0.12
2020-09-22,23,Stripe,B,R,0,1.01
2020-09-22,24,Stripe,B,L,1,0.14
2020-09-22,25,Stripe,B,L,1,0.35
2020-09-22,26,Stripe,B,L,1,0.14
2020-09-22,27,Stripe,A,R,1,0.11
2020-09-22,28,Stripe,A,L,0,0.15
2020-09-22,29,Stripe,B,L,1,0.14
2020-09-22,30,Stripe,B,L,1,0.47
2020-09-22,31,Stripe,B,L,1,0.16
2020-09-22,32,Stripe,A,L,0,0.35
2020-09-22,33,Stripe,B,L,1,0.14
2020-09-22,34,Stripe,A,L,0,0.14
2020-09-22,35,Stripe,B,L,1,0.15
2020-09-22,36,Stripe,B,L,1,0.16
2020-09-22,37,Stripe,A,R,1,0.2
2020-09-22,38,Stripe,B,L,1,0.25
2020-09-22,39,Stripe,B,L,1,0.25
2020-09-22,40,Stripe,B,L,1,3.31
2020-09-22,41,Stripe,B,L,1,0.13
2020-09-22,42,Stripe,A,L,0,0.13
2020-09-22,43,Stripe,A,R,1,0.13
